SL,Ticket No,Client Name,SCR ID,To Address,From Site ID:,To Site ID:,Capacity,Fault Type,Fault Raised By,System Fault Date & Time,Notification Date & Time,Root Cause(L-1),Root Cause(L-2),Root Cause(L-3),RestorationSystem Date,Restoration Date,TTOpenBy,TTClosedBy,Outage due to,Restoration Confirm by
1,20231217998848,1 Asia Alliance Communication Limited,13888,"OptiMax Communication Ltd House 06, Road 28, Block K Banani, Dhaka1213, Bangladesh",,,1,Down-Link-Link,Saifullah [01818472397],2023-12-17 13:24:13,2023-12-17 13:24:13,Others,Invalid TT,Human Error,2023-12-17 13:27:31,2023-12-17 13:30:15,Hasibur,Hasibur,F@H End Problem,
2,20230606889380,1 Asia Alliance Communication Limited,99769,DHK_X2764,,,,Down-Link-Link,mssd,2023-06-06 21:28:59,2023-06-06 21:00:38,Others,Invalid TT,Human Error,2023-06-06 21:29:34,2023-06-06 21:30:16,Niloy,Niloy,F@H End Problem,
3,20211019622901,1 Asia Alliance Communication Limited,16608,Sqaure Hospital. Panthopath,,,,Down-Link-Link,sm,2021-10-19 11:12:21,2021-10-19 11:12:22,Others,Others,Others,2021-10-22 09:34:41,2021-10-19 11:57:18,Mahede.faisal,Niloy,F@H End Problem,
4,20211019622898,1 Asia Alliance Communication Limited,16597,"Aqua Tower, Mohakhali. BIGL ODF",,,,Down-Link-Link,sm,2021-10-19 11:10:14,2021-10-19 11:10:17,Others,Others,Others,2021-10-22 09:34:17,2021-10-19 11:57:18,Mahede.faisal,Niloy,F@H End Problem,
5,20211019622897,1 Asia Alliance Communication Limited,71792,"PS: Gulshan, DS: Dhaka",,,,Down-Link-Link,sm,2021-10-19 11:09:22,2021-10-19 11:09:22,Others,Others,Others,2021-10-22 09:34:01,2021-10-19 11:46:06,Mahede.faisal,Niloy,F@H End Problem,
6,20211019622895,1 Asia Alliance Communication Limited,16324,"Mango building, Mohakhali.",,,,Down-Link-Link,sm,2021-10-19 11:07:41,2021-10-19 11:07:41,Client,Others,Not Shared,2021-10-21 09:59:05,2021-10-19 12:31:37,Mahede.faisal,Tanjim.ahmed,Client End Problem,mssd
7,20211019622893,1 Asia Alliance Communication Limited,13888,"OptiMax Communication Ltd House - 06, Road - 28, Block - K Banani, Dhaka-1213, Bangladesh",,,,Down-Link-Link,sm,2021-10-19 11:06:26,2021-10-19 11:06:26,Client,Others,Not Shared,2021-10-21 09:54:17,2021-10-19 13:25:28,Mahede.faisal,Tanjim.ahmed,Client End Problem,mssd
8,20211019622891,1 Asia Alliance Communication Limited,12548,"Coloasia,Borak Tower common POI",,,,Down-Link-Link,SM,2021-10-19 11:04:54,2021-10-19 11:04:55,Client,Others,Not Shared,2021-10-21 09:44:30,2021-10-19 13:35:09,Mahede.faisal,Tanjim.ahmed,Client End Problem,mssd
9,20211019622890,1 Asia Alliance Communication Limited,9010,"Colo Asia Brock Tower Poribag, Dhaka",,,,Down-Link-Link,SM,2021-10-19 11:03:11,2021-10-19 11:03:11,Client,Others,Not Shared,2021-10-21 09:44:05,2021-10-19 13:34:27,Mahede.faisal,Tanjim.ahmed,Client End Problem,mssd
10,20210706580864,1 Asia Alliance Communication Limited,83572,"PS: Bishwanath, DS: Sylhet, District:Sylhet,",,,,Down-Link-Link,Nasir Uddin Ahmed,2021-07-06 11:54:57,2021-07-06 11:45:05,Client,Others,Not Shared,2021-07-07 08:33:00,2021-07-06 18:12:46,Niloy,Tanjim.ahmed,Client End Problem,mssd
11,20210628577979,1 Asia Alliance Communication Limited,71792,"PS: Gulshan, DS: Dhaka",,,,Down-Link-Link,Md. Nafiz Hasan,2021-06-28 17:49:52,2021-06-28 17:46:56,Client,OH,Fiber Cut,2021-06-30 08:19:36,2021-06-28 18:40:27,Hossen.sabbir,Tanjim.ahmed,Client End Problem,mssd
12,20210608569036,1 Asia Alliance Communication Limited,16597,"Aqua Tower, Mohakhali. BIGL ODF",,,,Down-Link-Link,mail,2021-06-08 00:23:22,2021-06-08 00:18:12,Client,Others,Not Shared,2021-06-09 09:17:00,2021-06-08 02:23:38,Owalid,Tanjim.ahmed,Client End Problem,mssd
13,20210518560266,1 Asia Alliance Communication Limited,16608,Sqaure Hospital. Panthopath,,,,Down-Link-Link,"noc@1asia-ahl.com, noc.1aacl@g",2021-05-18 12:18:10,2021-05-18 12:18:10,Client,OH,Fiber Cut,2021-05-18 17:04:16,2021-05-18 17:09:42,Tanzia.nahar,Saikat.roy,Client End Problem,
14,20210120516762,1 Asia Alliance Communication Limited,16608,Sqaure Hospital. Panthopath,,,,Down-Link-Link,Md. Selinur Rahman,2021-01-20 08:23:54,2021-01-20 08:21:23,Client,Others,Not Shared,2021-01-20 17:04:55,2021-01-20 17:08:48,Niloy,Hasibuzzaman,Client End Problem,
15,20201215503712,1 Asia Alliance Communication Limited,16324,"Mango building, Mohakhali.",,,,High Loss-High Loss-Link,Samiur Rahman,2020-12-15 16:49:25,2020-12-15 16:49:25,Passive,Faulty,Patch Cord Faulty - LDP/BDB,2020-12-20 14:36:07,2020-12-16 00:53:19,Shakhawat.hussain,Shakhawat.hussain,F@H End Problem,
16,20201110491155,1 Asia Alliance Communication Limited,71792,"PS: Gulshan, DS: Dhaka,23.791093,90.424572,Dhaka,",,,,Down-Link-Link,Rejwanul Haque,2020-11-10 00:08:38,2020-11-10 00:08:38,Passive,UG,Core Break,2020-11-12 20:58:35,2020-11-11 11:25:37,Shakhawat.hussain,Shakhawat.hussain,F@H End Problem,
17,20201015481852,1 Asia Alliance Communication Limited,16608,Sqaure Hospital. Panthopath,,,,Down-Link-Link,Samiur Rahman,2020-10-15 14:29:20,2020-10-15 14:26:25,Client,Planned Activity,Shifting,2020-10-17 21:20:52,2020-10-17 12:05:51,Syed.sadman,Hasibuzzaman,Client End Problem,.
18,20200923472159,1 Asia Alliance Communication Limited,16324,"Mango building, Mohakhali.",,,,Down-Link-Link,mail,2020-09-23 00:27:11,2020-09-23 00:27:11,Passive,OH,Core Break,2020-09-24 10:18:20,2020-09-23 05:46:22,Owalid,Hasibuzzaman,F@H End Problem,
19,20200923472158,1 Asia Alliance Communication Limited,16597,"Aqua Tower, Mohakhali. BIGL ODF",,,,Down-Link-Link,mail,2020-09-23 00:26:07,2020-09-23 00:26:08,Passive,OH,Core Break,2020-09-24 10:18:10,2020-09-23 05:46:22,Owalid,Hasibuzzaman,F@H End Problem,.
20,20200914468319,1 Asia Alliance Communication Limited,16597,"Aqua Tower, Mohakhali. BIGL ODF",,,,Down-Link-Link,Md. Selinur Rahman,2020-09-14 04:13:16,2020-09-14 04:08:06,Passive,UG,Core Break,2020-09-14 19:21:32,2020-09-14 17:30:54,Tanjim.ahmed,Syed.sadman,F@H End Problem,Md. Nafiz Hasan
21,20200914468314,1 Asia Alliance Communication Limited,16324,"Mango building, Mohakhali.",,,,Down-Link-Link,Md. Selinur Rahman,2020-09-14 03:57:32,2020-09-14 03:56:20,Passive,UG,Core Break,2020-09-14 20:46:31,2020-09-14 17:32:13,Tanjim.ahmed,Syed.sadman,F@H End Problem,Md. Nafiz Hasan
22,20200831463090,1 Asia Alliance Communication Limited,16597,"Aqua Tower, Mohakhali. BIGL ODF",,,,Down-Link-Link,Md. Nafiz Hasan,2020-08-31 11:59:27,2020-08-31 11:59:27,Passive,Faulty,Patch Cord Cut - LDP/BDB,2020-09-01 11:54:04,2020-08-31 13:38:04,Tariqul.islam,Tanzia.nahar,F@H End Problem,
23,20200729453053,1 Asia Alliance Communication Limited,16324,"Mango building, Mohakhali.",,,,High Loss-High Loss-Link,Samiur Rahman,2020-07-29 23:49:00,2020-07-29 23:43:06,Client,Others,Not Shared,2020-07-30 12:40:37,2020-07-30 05:13:38,Syed.sadman,Shakhawat.hussain,Client End Problem,
24,20200627441773,1 Asia Alliance Communication Limited,Kushtia-Colo-C3400-SW01,Kushtia-Colo-C3400-SW01,,,,Down-Device-Switch,mssd1,2020-06-27 06:34:12,2020-06-27 06:10:57,Others,Others,Others,2020-06-27 06:36:54,2020-06-27 06:38:36,Hasibuzzaman,Hasibuzzaman,F@H End Problem,
25,20200513425833,1 Asia Alliance Communication Limited,16597,"Aqua Tower, Mohakhali. BIGL ODF",,,,Down-Link-Link,Md. Selinur Rahman,2020-05-13 10:40:28,2020-05-13 10:33:03,Passive,UG,Backbone Cable Damage,2020-05-13 15:01:49,2020-05-13 14:18:20,Tanjim.ahmed,Tanjim.ahmed,F@H End Problem,mssd
26,20200513425823,1 Asia Alliance Communication Limited,16324,"Mango building, Mohakhali.",,,,Down-Link-Link,Md. Selinur Rahman,2020-05-13 09:56:28,2020-05-13 09:53:03,Passive,UG,Backbone Cable Damage,2020-05-14 20:29:17,2020-05-13 14:06:38,Tanjim.ahmed,Tanjim.ahmed,F@H End Problem,mssd
27,20200509424569,1 Asia Alliance Communication Limited,16597,"Aqua Tower, Mohakhali. BIGL ODF",,,,Down-Link-Link,Partha Pratim Das,2020-05-09 08:50:16,2020-05-09 08:42:31,Passive,UG,Core Break,2020-05-09 10:41:49,2020-05-09 10:07:48,Shakhawat.hussain,Shakhawat.hussain,F@H End Problem,
28,20200312408902,1 Asia Alliance Communication Limited,16324,"Mango building, Mohakhali.",,,,Down-Link-Link,"noc@1asia-ahl.com,",2020-03-12 12:16:06,2020-03-12 12:16:10,,Client End Problem,Client End Problem (Others),2020-03-12 12:46:48,2020-03-12 12:47:45,Tanzia.nahar,Tanzia.nahar,Client End Problem,
29,20200213399040,1 Asia Alliance Communication Limited,9207,"BAY ESTWOOD (1ST FLOOR), HOUSE: 66B, ROAD: 27, GULSHAN-1, DHAKA",,,,Fluctuation-Link-Link,Rejwanul Haque,2020-02-13 08:44:13,2020-02-13 08:26:49,,Client End Problem,Client End Problem (Fiber Cut),2020-02-13 10:45:51,2020-02-13 09:59:41,Sunzidur,Sunzidur,Client End Problem,Rejwanul Haque
30,20191115366093,1 Asia Alliance Communication Limited,16597,"Aqua Tower, Mohakhali. BIGL ODF",,,,Down-Link-Link,NOC,2019-11-15 15:50:14,2019-11-15 15:50:19,,Maintenance Work,Maintenance Work (F@H),2019-11-16 07:19:31,2019-11-16 07:13:21,Samiul,Abir.iqbal,F@H End Problem,Md. Ahasan Habib
31,20191004352554,1 Asia Alliance Communication Limited,9207,"BAY ESTWOOD (1ST FLOOR), HOUSE: 66B, ROAD: 27, GULSHAN-1, DHAKA","-ALLIANCE BUILDING, 63/A PRAGATI SARANI, SHAHAJADPUR, BARIDHARA, DHAKA-1212","-BAY ESTWOOD (1ST FLOOR), HOUSE: 66B, ROAD: 27, GULSHAN-1, DHAKA",,Down-Link-Link,Rejwanul Haque Network Operati,2019-10-04 19:26:37,2019-10-04 19:26:42,,Client End Problem,Client End Problem (Others),2019-10-06 16:03:33,2019-10-04 20:28:00,Owalid,Ruksana,Client End Problem,Support
32,20191003352080,1 Asia Alliance Communication Limited,16597,"Aqua Tower, Mohakhali. BIGL ODF",-Mango Colocity. ODF,"-Aqua Tower, Mohakhali. BIGL ODF",,Down-Link-Link,NOC 1Asia Alliance,2019-10-03 11:19:22,2019-10-03 11:19:23,,Core Break,Core Break (LDP/BDB),2019-10-03 15:39:05,2019-10-03 15:24:47,Tanzia.nahar,Siddiqur.rahman,F@H End Problem,Partha Pratim Da
33,20191003352048,1 Asia Alliance Communication Limited,16324,"Mango building, Mohakhali.",-1 Asia HQ (Connected),"-Mango building, Mohakhali.",,Down-Link-Link,NOC 1Asia Alliance,2019-10-03 10:35:13,2019-10-03 10:35:17,,Client End Problem,Client End Problem (Others),2019-10-03 15:49:21,2019-10-03 15:25:36,Tanzia.nahar,Siddiqur.rahman,Client End Problem,Partha Pratim Da
34,20190724330699,1 Asia Alliance Communication Limited,12548,"Coloasia,Borak Tower common POI","-1Asia HQ, Alliance Building progoti shoroni","-Coloasia,Borak Tower common POI",,High Loss-High Loss-Link,Rejwanul Haque,2019-07-24 14:11:01,2019-07-24 14:09:11,Passive,Faulty,Patch Cord Faulty - CO,2019-07-26 16:21:23,2019-07-26 16:18:00,Ratan.chandra,Sadi.rifat,F@H End Problem,
35,20190626321908,1 Asia Alliance Communication Limited,9207,"BAY ESTWOOD (1ST FLOOR), HOUSE: 66B, ROAD: 27, GULSHAN-1, DHAKA","-ALLIANCE BUILDING, 63/A PRAGATI SARANI, SHAHAJADPUR, BARIDHARA, DHAKA-1212","-BAY ESTWOOD (1ST FLOOR), HOUSE: 66B, ROAD: 27, GULSHAN-1, DHAKA",,Quality Issue-Bandwidth Problem-Bandwidth problem,Support_01977881150,2019-06-26 15:57:28,2019-06-26 15:57:34,,Client End Problem,Client End Problem (Others),2019-06-27 12:05:30,2019-06-27 12:07:19,Samad,Moshiul,Client End Problem,
36,20190527313772,1 Asia Alliance Communication Limited,16608,Sqaure Hospital. Panthopath,"-Coloasia ODF, Borak Tower",-Sqaure Hospital. Panthopath,,Down-Link-Link,Samiur Rahman,2019-05-27 12:13:00,2019-05-27 12:13:03,Passive,Faulty,Patch Cord Cut - LDP/BDB,2019-05-27 14:44:08,2019-05-27 14:42:41,Chhanda,Chhanda,F@H End Problem,Samiur Rahman
37,20190511307736,1 Asia Alliance Communication Limited,6611,Ramna BTRC,"-6th Floor,63 Pragati sarani, Baridhara, Dhaka",-Ramna BTRC,,Down-Link-Link,Md. Selinur Rahman,2019-05-11 04:47:52,2019-05-11 04:47:59,Passive,Faulty,Patch Cord Faulty - CO,2019-05-12 12:36:55,2019-05-12 07:19:07,Ehtesham,Ratan.chandra,F@H End Problem,mssd
38,20190509307424,1 Asia Alliance Communication Limited,9207,"BAY ESTWOOD (1ST FLOOR), HOUSE: 66B, ROAD: 27, GULSHAN-1, DHAKA","-ALLIANCE BUILDING, 63/A PRAGATI SARANI, SHAHAJADPUR, BARIDHARA, DHAKA-1212","-BAY ESTWOOD (1ST FLOOR), HOUSE: 66B, ROAD: 27, GULSHAN-1, DHAKA",,Down-Link-Link,Md. Selinur Rahman,2019-05-09 17:53:23,2019-05-09 17:53:27,Client,Wrong Complaint,Wrong Complaint,2019-05-11 04:46:11,2019-05-11 04:47:35,Biswajit.kumar,Ehtesham,Client End Problem,
39,20190509307322,1 Asia Alliance Communication Limited,16608,Sqaure Hospital. Panthopath,"-Coloasia ODF, Borak Tower",-Sqaure Hospital. Panthopath,,Down-Link-Link,Md. Nafiz Hasan,2019-05-09 14:43:00,2019-05-09 14:43:01,,U/G Fiber Cut,U/G Fiber Cut,2019-05-10 22:06:32,2019-05-10 04:10:44,Rafidul.islam,Biswajit.kumar,F@H End Problem,
40,20190418299975,1 Asia Alliance Communication Limited,9207,"BAY ESTWOOD (1ST FLOOR), HOUSE: 66B, ROAD: 27, GULSHAN-1, DHAKA","-ALLIANCE BUILDING, 63/A PRAGATI SARANI, SHAHAJADPUR, BARIDHARA, DHAKA-1212","-BAY ESTWOOD (1ST FLOOR), HOUSE: 66B, ROAD: 27, GULSHAN-1, DHAKA",,Down-Link-Link,Md. Ahasan Habib,2019-04-18 10:52:59,2019-04-18 10:43:36,,Power Problem,Power Problem (CO/RO),2019-04-18 12:21:50,2019-04-18 11:23:03,Ratan.chandra,Amran.hossen,F@H End Problem,
41,20190406295619,1 Asia Alliance Communication Limited,9207,"BAY ESTWOOD (1ST FLOOR), HOUSE: 66B, ROAD: 27, GULSHAN-1, DHAKA","-ALLIANCE BUILDING, 63/A PRAGATI SARANI, SHAHAJADPUR, BARIDHARA, DHAKA-1212","-BAY ESTWOOD (1ST FLOOR), HOUSE: 66B, ROAD: 27, GULSHAN-1, DHAKA",,Down-Link-Link,Md. Ahasan Habib,2019-04-06 18:02:00,2019-04-06 18:02:01,Client,Others,Not Shared,2019-04-06 19:12:18,2019-04-06 19:13:25,Moshiul,Chhanda,Client End Problem,Md. Ahasan Habib
42,20190224283021,1 Asia Alliance Communication Limited,16324,"Mango building, Mohakhali.",-1 Asia HQ (Connected),"-Mango building, Mohakhali.",,Down-Link-Link,Mostofa Mojahid Malek,2019-02-24 13:36:42,2019-02-24 13:27:18,,Client End Problem,Client End Problem (Others),2019-02-24 14:43:47,2019-02-24 13:37:15,Abir.iqbal,Abir.iqbal,Client End Problem,Pallab
43,20190221282463,1 Asia Alliance Communication Limited,16324,"Mango building, Mohakhali.",-1 Asia HQ (Connected),"-Mango building, Mohakhali.",,Down-Link-Link,Md. Ahasan Habib,2019-02-21 09:15:36,2019-02-21 09:15:40,,Core Break,Core Break (LDP/BDB),2019-02-21 20:16:11,2019-02-21 18:00:53,Kazi.fahid,T.ahmed,F@H End Problem,
44,20190107270169,1 Asia Alliance Communication Limited,16608,Sqaure Hospital. Panthopath,"-Coloasia ODF, Borak Tower",-Sqaure Hospital. Panthopath,,Down-Link-Link,mssd,2019-01-07 09:06:08,2019-01-07 09:02:04,,O/H Fiber Cut,O/H Fiber Cut,2019-01-07 12:06:30,2019-01-07 09:57:42,Ratan.chandra,Ratan.chandra,F@H End Problem,Md. Nafiz Hasan
45,20181123260775,1 Asia Alliance Communication Limited,9207,"BAY ESTWOOD (1ST FLOOR), HOUSE: 66B, ROAD: 27, GULSHAN-1, DHAKA","-ALLIANCE BUILDING, 63/A PRAGATI SARANI, SHAHAJADPUR, BARIDHARA, DHAKA-1212","-BAY ESTWOOD (1ST FLOOR), HOUSE: 66B, ROAD: 27, GULSHAN-1, DHAKA",,Down-Link-Link,Senur,2018-11-23 22:27:08,2018-11-23 22:27:09,,Client End Problem,Client End Problem (Others),2018-11-25 10:13:20,2018-11-24 23:45:13,Samiul,Ratan.chandra,Client End Problem,mssd
46,20181115258723,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,Nazim Uddin Ahmed Pallab,2018-11-15 15:05:01,2018-11-15 15:05:01,,Client End Problem,Client End Problem (Fiber Cut),2018-11-18 11:12:31,2018-11-18 11:12:28,Rabby,Chhanda,Client End Problem,MSSD
47,20181101254702,1 Asia Alliance Communication Limited,6611,Ramna BTRC,"-6th Floor,63 Pragati sarani, Baridhara, Dhaka",-Ramna BTRC,,Down-Link-Link,MSSD,2018-11-01 11:18:33,2018-11-01 11:18:11,,Logical Problem,Logical Problem (Others),2018-11-04 17:00:37,2018-11-04 13:30:09,Khalid,Zubaer,F@H End Problem,mail
48,20181030254213,1 Asia Alliance Communication Limited,6611,Ramna BTRC,"-6th Floor,63 Pragati sarani, Baridhara, Dhaka",-Ramna BTRC,,Down-Link-Link,Nazim Uddin Ahmed Pallab,2018-10-30 15:04:43,2018-10-30 15:02:12,Client,Others,Not Shared,2018-11-01 10:31:49,2018-11-01 10:32:09,Samad,Chhanda,Client End Problem,MSSD
49,20181019251100,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,Md. Selinur Rahman,2018-10-19 18:05:08,2018-10-19 18:05:06,,Client End Problem,Client End Problem (Fiber Cut),2018-10-21 14:45:21,2018-10-20 01:35:30,Biswajit.kumar,Rafidul.islam,Client End Problem,
50,20181017250636,1 Asia Alliance Communication Limited,9941,"63, Progati Sarani,Baridhara ( 1 Asia Office ), Dhaka.","-Mango Building Mohakhali, Dhaka","-63, Progati Sarani,Baridhara ( 1 Asia Office ), Dhaka.",,High Loss-High Loss-Link,Mostofa Mojahid Malek,2018-10-17 11:39:00,2018-10-17 11:39:08,Client,OH,Fiber Loss,2018-10-17 19:07:56,2018-10-17 17:35:56,Rafidul.islam,Kazi.fahid,Client End Problem,Md. Ahasan Habib
51,20181014249980,1 Asia Alliance Communication Limited,6611,Ramna BTRC,"-6th Floor,63 Pragati sarani, Baridhara, Dhaka",-Ramna BTRC,,Down-Link-Link,Md. Selinur Rahman,2018-10-14 15:22:22,2018-10-14 15:22:26,,Client End Problem,Client End Problem (Others),2018-10-15 08:02:38,2018-10-15 08:02:52,Chhanda,Shad.uddin,Client End Problem,
52,20180911240662,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,Samiur Rahman,2018-09-11 20:55:07,2018-09-11 20:55:02,,Client End Problem,Client End Problem (Fiber Cut),2018-09-12 22:10:23,2018-09-12 22:10:20,Saikat.roy,Kazi.fahid,Client End Problem,
53,20180701221580,1 Asia Alliance Communication Limited,8870,Fiber@Home Banapole CO,"-FHL NMC, Gulshan 1",-Fiber@Home Banapole CO,,Down-Link-Link,Mostofa Mojahid Malek,2018-07-01 15:28:22,2018-07-01 15:00:36,,U/G Fiber Cut,U/G Fiber Cut,2018-07-01 18:14:58,2018-07-01 17:30:24,Biswajit.kumar,Biswajit.kumar,F@H End Problem,1 Asia NOC conce
54,20180609216338,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,Partha Pratim Das,2018-06-09 10:26:38,2018-06-09 10:20:03,Client,OH,Fiber Loss,2018-06-10 21:33:34,2018-06-09 20:20:53,Chhanda,Amran.hossen,Client End Problem,Mr.Malak vai - 0
55,20180608216217,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,Md. Selinur Rahman,2018-06-08 16:28:48,2018-06-08 16:28:53,,Client End Problem,Client End Problem (Others),2018-06-08 20:12:26,2018-06-08 17:12:42,Kazi.fahid,Kazi.fahid,Client End Problem,Anupam Dutta
56,20180608216130,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,Md. Selinur Rahman,2018-06-08 11:36:24,2018-06-08 11:29:47,,Client End Problem,Client End Problem (Others),2018-06-08 14:07:32,2018-06-08 13:07:48,Tanwi.biswas,Tanwi.biswas,Client End Problem,client
57,20180605215182,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,Partha Pratim Das,2018-06-05 13:51:22,2018-06-05 13:51:24,,Core Bend,Core Bend (O/H),2018-06-06 14:06:25,2018-06-05 14:44:36,Kazi.fahid,Ratan.chandra,F@H End Problem,noc
58,20180603214648,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,1Asia Alliance Communication L,2018-06-03 22:55:02,2018-06-03 22:26:15,Client,Others,Not Shared,2018-06-04 21:58:13,2018-06-04 21:58:26,Sanjoy.kundu,Biswajit.kumar,Client End Problem,MSSD
59,20180527212001,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,Partha Pratim Das,2018-05-27 09:55:25,2018-05-27 09:55:30,,Client End Problem,Client End Problem (Fiber Cut),2018-05-30 11:28:55,2018-05-30 11:29:13,Kazi.fahid,Chhanda,Client End Problem,MSSD
60,20180526211730,1 Asia Alliance Communication Limited,16608,Sqaure Hospital. Panthopath,"-Coloasia ODF, Borak Tower",-Sqaure Hospital. Panthopath,,Down-Link-Link,Md. Selinur Rahman,2018-05-26 02:59:10,2018-05-26 02:49:54,,Core Break,Core Break (LDP/BDB),2018-05-26 08:02:23,2018-05-26 05:40:32,Ratan.chandra,Tanzia.nahar,F@H End Problem,Md. Selinur Rahm
61,20180515208665,1 Asia Alliance Communication Limited,8870,Fiber@Home Banapole CO,"-FHL NMC, Gulshan 1",-Fiber@Home Banapole CO,,Down-Link-Link,Partha Pratim Das,2018-05-15 10:12:05,2018-05-15 09:38:54,,O/H Fiber Cut,O/H Fiber Cut,2018-05-15 18:36:11,2018-05-15 15:31:19,Shad.uddin,Amran.hossen,F@H End Problem,Mostafa Mojahid
62,20180514208490,1 Asia Alliance Communication Limited,8870,Fiber@Home Banapole CO,"-Fiber@Home ITC ODF, NMC, Gulshan 1",-Fiber@Home Banapole CO,,Down-Link-Link,Md. Selinur Rahman,2018-05-14 16:14:34,2018-05-14 16:07:02,,Power Problem,Power Problem (CO/RO),2018-05-14 18:12:06,2018-05-14 17:36:02,Biswajit.kumar,Biswajit.kumar,F@H End Problem,Md. Selinur Rahm
63,20180505205467,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,NOC1asia,2018-05-05 10:22:57,2018-05-05 10:22:50,,Client End Problem,Client End Problem (Fiber Cut),2018-05-08 13:05:10,2018-05-06 06:07:06,Tanzia.nahar,Ruksana,Client End Problem,Support
64,20180412198372,1 Asia Alliance Communication Limited,8870,Fiber@Home Banapole CO,-,- Fiber@Home Banapole CO,,Down-Link-Link,NOC 1AsiaAlliance,2018-04-12 09:50:26,2018-04-12 09:50:09,,O/H Fiber Cut,O/H Fiber Cut,2018-04-12 12:58:33,2018-04-12 12:00:17,Tanzia.nahar,Tanzia.nahar,F@H End Problem,Partha Pratim Da
65,20180407196730,1 Asia Alliance Communication Limited,8870,Fiber@Home Banapole CO,"-FHL NMC, Gulshan 1",-Fiber@Home Banapole CO,,Down-Link-Link,Partha Pratim Das,2018-04-07 13:37:10,2018-04-07 12:04:00,,O/H Fiber Cut,O/H Fiber Cut,2018-04-07 17:02:30,2018-04-07 16:28:10,Ehtesham,Biswajit.kumar,F@H End Problem,Md. Selinur Rahm
